rainfall,soil_moisture,slope_angle,vibration,pore_water_pressure,temperature,risk_score,risk_level
92.12,76.75,47.21,0.607,25.75,20.9,61.7,Warning
80.63,76.2,48.62,1.175,25.36,24.4,66.4,Warning
94.7,82.44,35.82,1.223,32.97,24.6,52.3,Watch
64.98,77.15,42.88,0.346,32.78,23.2,60.9,Warning
69.03,73.4,33.98,0.071,27.1,23.1,35.2,Watch
49.98,74.81,48.72,3.435,44.8,20.3,68.4,Warning
109.66,89.05,46.07,0.823,33.29,23.0,73.0,Warning
66.27,81.15,34.89,0.987,30.81,18.1,42.4,Watch
64.06,82.35,43.72,1.131,29.3,29.4,68.2,Warning
82.13,76.2,41.21,0.759,39.06,26.1,54.0,Watch
92.14,78.51,35.69,0.509,35.82,24.9,52.3,Watch
56.16,78.32,49.65,3.342,19.84,23.2,73.8,Warning
93.73,80.34,33.25,1.041,27.13,23.2,45.3,Watch
63.93,72.05,40.28,1.496,28.87,16.9,44.1,Watch
98.61,88.54,42.82,0.463,31.92,18.2,68.9,Warning
59.18,81.9,48.12,1.881,36.39,18.6,74.5,Warning
84.71,83.21,33.3,1.054,24.51,22.2,47.6,Watch
70.85,87.49,43.4,1.097,31.44,21.2,63.9,Warning
47.47,87.03,30.14,0.073,43.89,24.4,38.0,Watch
41.68,78.55,48.1,0.769,32.2,19.1,64.3,Warning
55.14,85.63,35.16,0.327,27.14,25.1,43.9,Watch
89.85,85.57,45.86,0.885,22.66,19.5,65.0,Warning
31.14,83.9,43.24,0.672,28.59,20.7,53.7,Watch
76.68,88.37,31.1,0.094,24.45,24.7,39.8,Watch
74.94,86.8,34.03,0.604,29.24,23.5,49.7,Watch
36.35,86.36,35.89,0.48,35.8,18.2,45.5,Watch
54.06,90.19,49.51,1.198,32.26,25.2,77.6,Warning
54.02,82.17,40.58,0.559,28.64,22.3,52.3,Watch
71.05,82.35,50.1,0.525,19.47,15.6,63.3,Warning
99.33,86.92,31.04,1.017,37.82,19.5,49.6,Watch
91.5,80.93,30.14,0.884,29.53,20.8,40.8,Watch
62.79,84.89,50.86,3.848,32.76,18.5,94.2,Critical
53.41,78.64,45.93,0.347,25.62,26.0,51.8,Watch
38.83,68.32,47.23,0.933,29.14,20.9,45.7,Watch
62.43,85.59,50.15,0.146,27.94,23.4,69.9,Warning
52.02,72.71,51.66,1.306,22.66,22.6,61.2,Warning
69.28,77.81,32.15,1.234,25.64,24.1,40.3,Watch
70.03,86.92,33.48,1.035,31.9,27.0,46.5,Watch
60.49,86.99,34.15,0.101,34.09,24.0,42.9,Watch
60.91,89.05,48.01,3.508,27.21,27.2,81.4,Critical
56.12,69.88,37.82,2.286,23.58,24.1,46.3,Watch
59.75,83.78,43.05,0.37,29.5,22.4,54.7,Watch
98.72,80.45,48.81,0.689,37.46,23.0,77.7,Warning
80.36,87.93,45.03,1.758,25.43,14.1,65.7,Warning
80.63,90.86,31.44,0.546,32.09,20.6,48.0,Watch
90.24,74.15,39.8,0.731,27.38,21.6,41.9,Watch
88.47,82.1,31.49,0.74,39.9,23.3,41.5,Watch
98.5,87.0,40.53,0.838,28.45,21.9,67.2,Warning
81.77,79.97,34.82,0.685,36.63,23.0,47.3,Watch
74.1,92.47,30.03,0.417,39.11,18.0,40.1,Watch
58.18,79.59,47.89,0.62,42.79,17.3,63.9,Warning
53.52,80.2,51.33,1.641,22.53,18.5,68.8,Warning
87.65,75.56,51.21,1.597,22.21,26.7,74.6,Warning
67.78,82.92,36.58,1.185,40.16,18.2,53.9,Watch
42.8,63.89,48.23,0.428,39.01,19.6,51.6,Watch
28.14,80.51,44.93,1.233,27.68,22.3,50.4,Watch
112.95,89.61,47.6,0.393,9.34,17.2,71.1,Warning
50.28,73.62,48.62,0.873,32.57,19.4,55.8,Watch
56.28,72.29,51.57,0.67,21.38,24.0,55.9,Watch
94.56,88.7,33.34,0.285,26.21,20.7,45.3,Watch
45.83,89.51,46.93,0.482,33.27,27.1,61.8,Warning
80.63,73.87,46.15,1.419,34.21,16.9,58.1,Watch
106.44,92.4,36.33,1.951,43.07,21.0,70.3,Warning
112.28,84.59,38.64,0.184,29.39,20.7,53.8,Watch
61.05,88.29,33.89,0.487,25.17,22.0,40.7,Watch
69.76,77.25,50.09,0.455,38.42,18.3,68.9,Warning
62.07,90.93,49.35,0.537,34.64,20.3,71.1,Warning
69.64,80.39,43.51,3.005,29.46,24.4,71.0,Warning
95.97,80.13,41.26,0.585,32.22,21.2,55.7,Watch
42.01,84.89,35.12,1.418,29.35,18.8,48.7,Watch
82.96,79.65,47.37,0.872,36.84,28.2,71.0,Warning
66.09,72.88,30.18,0.091,43.82,22.1,30.1,Safe
97.37,82.79,40.18,0.952,26.92,23.8,59.7,Watch
96.31,80.09,48.93,0.833,34.95,24.3,77.3,Warning
61.86,77.39,43.61,1.137,21.29,21.8,54.3,Watch
67.78,89.44,43.97,0.062,24.49,19.6,57.0,Watch
87.86,96.35,31.56,0.221,35.94,22.6,49.2,Watch
89.67,76.49,36.31,1.173,31.51,19.9,50.9,Watch
20.55,83.18,44.82,0.37,24.24,23.1,49.5,Watch
87.79,79.61,31.09,1.934,32.06,21.5,42.4,Watch
102.93,95.73,37.28,0.583,38.15,25.1,61.5,Warning
75.11,84.95,37.79,0.01,21.87,18.6,46.2,Watch
89.0,87.56,40.97,0.96,44.23,24.2,62.8,Warning
95.58,89.09,37.97,0.576,36.01,23.8,55.9,Watch
74.43,82.78,39.99,0.305,36.15,21.3,54.3,Watch
86.28,80.88,42.03,0.017,31.99,24.2,57.2,Watch
70.25,91.11,32.82,0.177,44.23,23.3,42.9,Watch
68.96,86.67,33.97,0.141,38.74,24.0,41.8,Watch
56.77,76.92,48.32,0.699,29.43,23.8,62.0,Warning
73.46,77.65,40.11,1.174,37.3,22.2,54.2,Watch
107.74,79.66,37.81,0.214,26.87,20.2,50.5,Watch
51.95,88.96,39.55,0.957,30.04,20.2,58.7,Watch
82.34,90.84,33.85,1.841,42.27,21.4,57.3,Watch
76.42,94.91,35.28,0.777,34.71,24.5,55.9,Watch
99.5,77.75,41.34,1.196,36.63,23.9,59.7,Watch
103.26,82.84,37.9,0.183,40.19,25.0,53.1,Watch
51.51,79.6,40.46,0.062,35.84,25.3,46.5,Watch
58.52,80.91,33.29,0.364,26.32,21.3,35.4,Watch
59.61,87.58,33.44,0.988,43.63,27.9,43.6,Watch
60.32,81.72,38.45,0.927,35.61,21.7,52.2,Watch
62.03,89.9,38.33,2.482,36.11,20.5,64.7,Warning
76.94,78.9,49.43,0.795,32.39,23.0,68.1,Warning
52.97,86.45,30.74,0.424,39.78,23.5,36.8,Watch
55.78,79.34,51.84,1.276,45.4,19.8,78.0,Warning
54.19,70.98,51.04,0.133,29.37,21.5,54.2,Watch
79.85,75.87,41.93,1.341,39.46,20.7,63.6,Warning
68.72,82.74,45.81,0.364,32.24,22.4,65.3,Warning
65.17,93.53,50.58,0.134,18.01,24.4,69.1,Warning
53.16,79.24,35.53,0.142,22.17,21.2,37.9,Watch
37.92,80.98,36.94,3.288,34.97,23.7,54.0,Watch
102.63,84.94,32.44,0.781,39.07,17.8,52.4,Watch
64.23,78.4,42.4,0.153,36.26,24.7,54.4,Watch
124.21,79.1,33.51,0.25,37.38,20.6,50.3,Watch
85.46,82.43,50.48,0.372,50.13,20.6,79.7,Warning
106.59,79.38,39.49,0.046,35.7,23.2,57.6,Watch
89.87,71.3,50.23,0.092,30.15,23.4,62.4,Warning
73.17,78.1,34.51,1.148,31.11,21.7,48.9,Watch
58.05,85.69,45.27,1.237,43.45,19.3,65.8,Warning
50.46,85.88,44.25,3.554,23.12,20.6,70.7,Warning
92.39,90.02,38.79,0.056,40.67,22.3,60.4,Warning
75.3,89.53,49.76,1.76,32.11,23.5,80.0,Critical
82.33,76.6,39.57,0.305,26.18,19.5,50.4,Watch
86.29,77.53,34.37,0.318,21.85,20.1,42.2,Watch
77.12,77.79,51.49,0.109,42.36,22.8,75.5,Warning
60.56,81.09,39.71,3.432,26.0,21.8,63.6,Warning
90.25,78.26,34.58,3.17,32.44,22.4,60.3,Warning
66.04,80.95,38.0,1.601,25.18,14.2,51.1,Watch
71.81,76.77,43.5,0.076,45.76,21.1,61.4,Warning
84.35,86.71,41.26,1.474,32.69,24.6,63.2,Warning
68.82,76.31,43.97,0.805,22.58,20.2,55.9,Watch
33.64,76.01,44.56,0.11,29.0,23.5,51.4,Watch
90.81,85.12,32.71,0.243,41.75,18.4,43.5,Watch
95.1,86.33,36.93,0.935,25.16,17.3,52.1,Watch
33.38,80.65,46.47,1.301,29.47,23.3,60.5,Warning
49.13,87.21,44.31,1.508,40.31,21.8,70.4,Warning
110.48,86.78,31.94,0.628,34.4,21.0,47.3,Watch
74.64,93.39,36.93,0.612,23.46,24.5,52.0,Watch
70.07,86.4,50.49,0.922,33.56,21.1,77.7,Warning
61.47,92.24,48.96,1.203,30.93,20.1,75.0,Warning
49.39,82.37,44.75,0.15,32.37,19.8,61.4,Warning
66.11,90.4,31.6,1.077,38.63,19.1,43.9,Watch
89.49,90.52,43.36,0.334,33.68,23.4,66.3,Warning
69.69,81.14,30.27,0.387,31.35,21.1,36.4,Watch
82.21,77.87,44.54,0.065,31.01,25.4,52.7,Watch
105.31,78.92,46.09,0.71,39.54,13.1,67.7,Warning
58.39,84.49,40.94,0.078,26.96,24.8,47.0,Watch
76.06,75.1,30.08,1.955,16.82,23.1,40.8,Watch
90.09,79.28,44.67,0.776,30.42,21.7,59.7,Watch
51.34,89.18,48.03,3.707,34.65,18.1,86.8,Critical
73.56,86.0,42.89,0.226,29.09,17.0,55.3,Watch
107.45,67.88,45.6,0.911,28.32,24.3,61.3,Warning
63.19,74.0,31.99,2.669,29.45,22.7,38.0,Watch
91.37,94.95,45.74,0.284,31.83,22.7,73.8,Warning
67.18,89.08,43.51,0.081,22.91,21.7,59.6,Watch
105.99,78.5,37.28,0.804,36.63,24.5,56.2,Watch
37.09,73.07,45.08,0.365,13.36,20.2,36.3,Watch
71.3,74.5,44.2,0.255,35.78,21.0,53.8,Watch
40.42,85.05,43.19,4.04,34.19,21.5,73.8,Warning
55.98,93.86,34.02,1.122,35.48,21.4,44.0,Watch
55.86,93.48,36.52,0.531,18.5,26.0,47.1,Watch
64.66,72.55,51.81,0.041,34.05,18.2,66.3,Warning
46.23,80.23,39.53,0.17,28.2,16.1,47.8,Watch
68.57,76.86,31.31,0.284,43.22,17.6,36.7,Watch
79.21,82.82,49.78,0.534,34.53,24.1,74.8,Warning
39.36,74.01,33.8,0.55,23.76,21.7,29.3,Safe
57.3,78.73,38.88,0.02,20.17,17.2,44.8,Watch
120.82,76.8,36.12,2.297,27.7,22.3,57.6,Watch
76.58,85.14,51.21,0.626,37.68,21.0,81.8,Critical
33.65,78.91,38.32,0.016,40.07,23.7,45.3,Watch
41.99,79.77,45.59,0.967,33.27,24.4,60.3,Warning
74.52,85.07,43.16,0.059,32.56,29.6,67.7,Warning
72.01,91.86,30.95,1.022,29.68,18.5,46.7,Watch
58.25,94.69,38.45,0.967,31.85,16.4,59.2,Watch
113.87,84.74,38.58,3.356,40.51,23.8,79.3,Warning
122.37,81.47,51.78,0.335,29.57,25.0,84.6,Critical
64.71,89.9,47.86,0.125,36.61,18.2,70.9,Warning
87.46,89.0,48.85,0.077,28.3,18.2,70.9,Warning
88.46,87.29,36.9,0.06,39.09,23.0,50.3,Watch
91.12,72.52,37.24,1.33,36.05,27.1,49.3,Watch
57.2,89.25,41.34,1.014,38.8,19.4,62.7,Warning
108.79,84.15,43.88,2.981,45.17,22.3,85.4,Critical
68.63,76.64,46.02,0.296,13.93,16.3,52.1,Watch
78.44,77.97,48.06,1.3,37.28,21.4,71.6,Warning
70.04,85.49,49.21,0.078,35.28,21.7,70.0,Warning
67.21,66.93,30.54,1.874,35.13,26.4,37.5,Watch
75.57,81.25,47.51,0.043,33.68,19.9,64.3,Warning
46.28,78.07,43.44,1.24,33.68,24.1,59.4,Watch
30.58,77.46,41.71,0.294,34.35,19.7,46.4,Watch
65.73,79.26,43.83,0.16,38.34,22.3,55.8,Watch
52.39,73.12,49.4,0.975,37.78,28.2,62.4,Warning
80.95,88.31,42.0,1.81,31.83,27.4,65.3,Warning
78.68,69.23,33.57,1.156,30.69,27.9,43.5,Watch
70.27,83.02,39.61,0.3,32.14,23.2,53.4,Watch
99.63,76.91,50.34,0.349,29.11,21.4,72.2,Warning
69.88,93.9,47.92,0.168,44.46,22.9,79.6,Warning
40.84,82.14,34.47,1.39,23.1,23.4,41.5,Watch
65.53,69.26,45.71,0.091,37.25,23.2,50.6,Watch
93.42,85.28,35.64,1.868,37.21,19.9,57.0,Watch
32.31,75.44,37.67,0.735,28.29,19.7,38.3,Watch
68.12,87.91,40.32,0.711,34.07,20.2,58.1,Watch
81.51,85.71,39.7,1.455,40.84,25.2,66.0,Warning
123.04,90.84,30.64,0.881,29.69,25.5,46.5,Watch
94.17,83.12,47.03,0.29,41.18,31.6,75.6,Warning
72.65,86.91,48.62,0.344,39.83,23.3,72.7,Warning
80.42,82.26,41.68,0.152,27.03,19.6,56.4,Watch
32.05,78.46,33.8,0.499,24.24,20.6,33.6,Safe
49.01,88.39,35.45,0.093,33.16,21.5,45.2,Watch
83.02,74.62,32.78,0.847,23.32,26.5,37.6,Watch
73.22,81.78,33.73,0.148,11.67,24.2,35.1,Watch
75.77,78.59,49.28,1.596,28.57,18.0,71.6,Warning
70.68,87.05,40.56,0.964,47.22,21.8,63.2,Warning
69.9,76.32,32.44,1.777,28.87,17.6,42.8,Watch
72.06,79.55,35.6,0.073,34.66,23.8,41.1,Watch
48.88,82.26,50.89,1.282,36.9,19.9,77.0,Warning
65.42,90.93,41.2,1.702,31.71,20.2,60.2,Warning
45.12,78.8,41.34,0.036,29.66,16.4,47.3,Watch
57.61,79.59,41.56,5.589,40.6,24.3,77.8,Warning
93.92,73.91,32.46,0.286,32.28,25.6,34.0,Safe
66.38,76.1,51.35,0.19,31.36,19.9,66.6,Warning
81.92,84.48,31.86,0.429,37.58,21.5,45.0,Watch
72.31,82.19,45.4,0.01,24.79,20.6,50.4,Watch
62.3,82.29,31.27,1.737,23.16,21.3,41.9,Watch
49.83,92.45,39.76,0.25,20.63,19.5,46.0,Watch
62.0,71.97,49.79,0.59,35.98,18.7,61.0,Warning
73.66,95.91,46.91,0.782,30.85,26.1,72.7,Warning
81.6,89.07,37.36,1.253,37.78,14.1,61.2,Warning
72.45,80.05,42.13,0.23,32.36,23.5,52.3,Watch
82.99,84.35,33.64,1.01,22.4,22.8,46.6,Watch
39.6,77.9,51.03,0.1,29.51,27.0,58.3,Watch
87.33,83.92,45.59,0.975,38.28,21.3,70.7,Warning
47.43,94.9,38.23,2.014,30.16,20.9,59.5,Watch
89.67,78.12,36.99,0.071,40.31,19.6,48.9,Watch
80.05,80.61,35.25,0.099,28.83,23.1,47.2,Watch
32.6,77.46,47.3,0.652,37.04,19.9,61.6,Warning
84.74,78.42,39.56,0.038,19.52,18.6,45.3,Watch
89.9,79.58,37.26,0.166,30.41,19.8,48.2,Watch
95.16,75.43,49.91,0.169,29.29,19.2,65.8,Warning
54.63,80.42,33.3,0.525,22.21,19.0,33.9,Safe
73.59,82.33,35.8,0.229,39.78,22.3,45.3,Watch
83.89,79.58,37.58,0.516,27.52,21.4,53.0,Watch
84.73,68.21,35.72,0.589,26.8,23.6,34.4,Safe
78.19,81.07,42.88,1.049,41.11,22.4,65.7,Warning
61.47,81.72,43.22,2.335,33.13,18.4,67.2,Warning
89.76,93.39,31.2,0.561,37.46,15.6,44.6,Watch
89.88,82.16,33.18,0.351,20.08,18.8,42.6,Watch
66.91,87.61,34.37,0.239,26.41,24.3,44.4,Watch
54.33,79.45,31.55,0.806,46.6,24.2,40.8,Watch
55.44,89.79,32.74,2.291,37.98,25.0,52.2,Watch
97.3,76.33,35.27,1.157,24.49,24.5,47.3,Watch
89.01,85.03,37.6,0.185,33.58,25.3,49.6,Watch
69.6,87.04,47.41,1.79,25.03,23.2,73.1,Warning
66.02,86.16,34.79,1.064,41.76,27.4,49.3,Watch
34.64,94.98,44.74,0.11,16.11,22.9,55.3,Watch
68.31,78.49,31.27,0.998,33.93,28.0,38.6,Watch
46.18,90.48,44.48,0.273,33.82,20.1,58.6,Watch
73.18,88.93,47.48,0.541,24.21,20.0,66.8,Warning
93.7,82.3,43.31,0.286,30.09,21.4,64.3,Warning
50.39,93.04,34.43,0.07,34.63,21.9,40.4,Watch
74.77,81.12,37.27,1.171,19.55,21.0,53.2,Watch
89.96,82.13,47.71,1.411,23.04,23.6,73.7,Warning
74.41,81.97,39.5,0.211,30.91,21.7,47.1,Watch
59.52,74.36,35.62,0.219,26.17,20.2,32.9,Safe
70.21,86.57,50.52,0.45,28.76,20.8,68.8,Warning
89.14,85.63,44.02,1.335,31.86,25.7,71.0,Warning
75.25,81.37,47.73,0.064,25.63,23.0,65.9,Warning
69.93,92.58,30.54,1.323,31.81,17.0,46.1,Watch
93.12,79.38,37.47,2.048,34.09,26.5,62.4,Warning
80.3,71.62,40.1,0.66,37.45,23.3,48.4,Watch
45.94,93.41,42.92,0.05,23.28,23.9,57.3,Watch
82.63,88.07,34.18,0.251,27.6,24.8,45.8,Watch
88.99,85.76,40.95,0.094,36.12,24.9,58.4,Watch
45.25,79.96,45.08,0.24,21.63,19.2,53.5,Watch
24.63,84.05,37.61,1.336,32.74,18.8,46.8,Watch
49.16,74.44,45.21,0.046,32.2,29.2,54.1,Watch
67.95,80.65,38.57,0.267,13.89,19.9,43.0,Watch
90.2,76.58,40.33,0.582,28.54,23.1,54.9,Watch
52.18,83.57,32.95,1.657,34.32,26.9,44.1,Watch
81.1,87.54,44.33,0.23,30.52,20.7,59.5,Watch
12.15,75.71,34.93,1.205,28.68,20.9,37.3,Watch
73.61,86.35,48.23,0.701,33.09,24.8,67.4,Warning
61.87,83.2,42.18,0.903,38.92,22.6,65.2,Warning
111.97,86.1,42.33,1.583,35.76,23.5,72.2,Warning
32.16,80.55,50.07,0.021,26.71,21.8,57.5,Watch
69.71,86.22,33.68,0.604,21.79,20.4,41.6,Watch
32.04,77.83,41.67,1.1,35.64,21.0,51.5,Watch
59.01,71.91,38.41,1.728,23.76,25.6,44.0,Watch
35.98,73.28,51.26,0.114,28.3,21.1,48.7,Watch
116.02,78.98,47.44,0.334,33.41,23.3,66.2,Warning
62.89,72.32,46.67,0.065,40.03,19.1,50.4,Watch
65.78,91.3,34.49,1.441,41.0,28.1,56.8,Watch
69.15,81.5,35.22,1.558,32.42,23.0,50.7,Watch
47.35,87.52,30.64,0.529,28.43,23.0,36.9,Watch
91.1,86.72,44.05,0.017,23.6,24.8,62.9,Warning
82.8,82.04,38.16,0.086,45.71,20.6,48.9,Watch
88.36,100.0,36.86,0.783,29.97,25.6,56.8,Watch
45.64,99.57,44.01,3.242,36.74,17.5,79.6,Warning
92.71,90.35,48.23,1.46,33.38,20.2,86.2,Critical
90.4,76.57,32.93,1.279,28.53,19.6,51.7,Watch
65.35,90.6,50.21,0.433,28.23,16.4,70.1,Warning
87.9,71.51,30.75,3.371,22.32,20.4,47.0,Watch
75.45,90.38,32.09,1.394,39.86,21.8,50.4,Watch
38.12,66.66,48.44,0.327,31.16,18.7,49.1,Watch
66.34,80.09,40.84,1.104,42.01,18.3,55.3,Watch
60.37,89.25,50.66,0.453,28.86,22.1,76.2,Warning
71.71,84.31,40.16,0.864,29.91,21.8,50.2,Watch
90.42,73.13,50.37,2.807,24.07,21.2,68.2,Warning
37.17,83.02,35.27,0.226,29.82,18.2,38.6,Watch
61.13,84.31,43.56,1.268,23.32,20.8,58.2,Watch
53.56,83.23,51.88,0.714,34.82,20.0,73.2,Warning
54.42,79.56,38.27,2.396,32.75,22.3,54.1,Watch
53.54,87.13,30.03,0.116,42.32,20.3,35.8,Watch
71.36,88.87,31.41,1.018,21.8,21.9,41.6,Watch
80.46,81.07,48.9,0.03,40.51,18.1,69.9,Warning
76.97,91.12,40.82,0.226,25.15,17.8,56.9,Watch
73.71,81.06,41.81,0.31,34.41,23.7,58.1,Watch
82.43,79.06,47.59,0.453,23.98,24.3,62.0,Warning
117.61,90.14,47.85,2.689,33.42,20.8,96.9,Critical
72.72,89.92,40.5,0.056,14.43,22.1,51.1,Watch
90.42,78.28,48.88,0.148,27.31,20.7,70.0,Warning
89.28,77.41,40.31,0.182,32.74,25.3,52.0,Watch
105.56,92.59,44.85,0.441,44.29,21.4,74.7,Warning
81.21,81.38,30.73,0.05,17.1,20.5,34.1,Safe
53.11,82.02,33.04,2.692,31.98,24.9,56.3,Watch
76.1,80.49,48.73,0.657,28.37,19.7,64.5,Warning
75.02,89.93,36.89,1.343,18.59,22.5,54.4,Watch
86.3,94.87,37.36,1.184,24.13,18.9,58.6,Watch
52.53,82.42,44.59,0.865,28.7,24.0,59.6,Watch
95.33,96.51,43.04,1.878,35.27,24.4,75.6,Warning
70.1,78.67,31.81,1.861,32.62,18.1,46.3,Watch
86.79,80.3,46.85,0.109,22.81,17.7,62.8,Warning
76.19,86.04,43.58,1.858,19.16,22.9,61.3,Warning
72.45,77.1,48.82,0.594,34.92,27.8,67.6,Warning
74.68,85.96,41.78,0.25,30.63,24.7,56.4,Watch
83.44,78.89,39.12,0.75,43.28,21.4,55.4,Watch
109.17,72.74,38.17,0.264,29.53,19.4,45.6,Watch
29.65,71.54,30.1,0.522,40.0,18.4,30.3,Safe
80.8,80.06,30.88,1.356,35.81,24.2,44.9,Watch
70.88,84.51,32.89,0.026,37.75,24.8,38.5,Watch
66.46,73.83,50.45,0.162,35.03,20.1,60.0,Watch
22.73,83.07,49.37,2.51,35.18,21.3,70.5,Warning
81.6,83.09,40.94,0.471,15.96,22.1,50.7,Watch
67.5,80.99,33.96,0.289,30.34,27.4,37.7,Watch
53.31,76.44,33.21,2.054,27.35,22.2,45.7,Watch
70.85,83.44,35.63,1.937,40.89,19.1,54.4,Watch
64.14,81.15,49.99,0.036,24.99,18.5,66.2,Warning
35.15,87.89,41.47,0.36,30.04,19.3,48.6,Watch
71.76,74.24,47.69,1.952,37.61,25.8,69.7,Warning
81.6,82.68,41.15,0.159,34.11,23.5,62.5,Warning
59.02,74.37,43.41,0.691,33.17,21.0,50.1,Watch
75.23,80.58,43.42,0.309,39.76,13.2,61.5,Warning
72.16,75.43,30.69,1.067,33.82,19.4,37.8,Watch
90.91,76.5,39.8,0.138,28.19,23.0,49.0,Watch
67.93,81.98,49.01,0.725,22.93,23.1,69.1,Warning
86.02,78.61,40.76,0.01,35.41,23.0,53.9,Watch
63.73,90.8,39.58,0.233,26.61,18.0,49.1,Watch
109.35,89.07,41.58,0.142,30.31,22.5,63.3,Warning
61.26,86.83,38.38,0.188,39.55,19.1,48.3,Watch
56.3,86.71,41.34,1.575,30.45,22.0,59.6,Watch
67.99,82.78,32.98,1.97,28.89,19.7,50.6,Watch
55.44,89.83,51.29,1.125,30.04,25.2,80.7,Critical
45.03,80.24,30.75,0.713,30.23,23.0,35.8,Watch
84.55,94.72,40.63,0.21,25.06,21.6,62.3,Warning
8.75,76.35,34.62,0.257,43.74,26.1,34.1,Safe
55.65,75.23,31.28,0.297,28.15,20.9,37.2,Watch
43.16,73.63,44.34,1.2,37.49,17.8,48.8,Watch
72.84,74.67,51.67,0.233,24.87,25.2,56.8,Watch
26.22,72.22,46.49,2.901,35.85,22.8,55.2,Watch
80.96,83.28,35.59,1.274,33.19,21.0,50.0,Watch
83.12,87.12,40.85,6.0,32.18,20.1,81.2,Critical
37.35,82.2,31.1,0.492,33.22,23.5,38.0,Watch
73.81,73.69,41.7,0.712,34.91,24.4,49.3,Watch
80.32,79.18,32.19,0.263,30.41,19.7,39.7,Watch
88.81,87.05,47.48,0.741,30.76,23.7,69.9,Warning
40.62,79.95,31.25,2.917,36.04,22.8,46.9,Watch
37.81,77.21,30.21,0.025,24.01,19.5,32.6,Safe
100.05,72.92,48.95,0.273,22.93,22.0,62.8,Warning
53.56,79.46,50.74,0.264,33.25,20.4,63.2,Warning
59.45,77.78,31.9,3.231,17.93,25.7,45.2,Watch
82.66,81.48,36.14,0.114,20.22,20.1,51.8,Watch
46.62,84.86,46.32,1.339,44.64,26.5,70.3,Warning
64.68,80.31,41.87,0.257,42.85,22.4,60.0,Watch
87.83,83.11,50.88,1.576,28.0,16.8,84.5,Critical
41.58,84.83,38.56,0.535,38.99,15.5,46.6,Watch
60.0,74.62,30.07,0.222,39.24,21.4,31.8,Safe
47.47,93.32,30.43,0.99,35.3,26.0,42.4,Watch
54.52,77.55,42.43,1.474,31.45,25.7,60.9,Warning
93.71,85.1,46.55,0.508,36.39,22.5,76.8,Warning
98.1,75.18,47.39,1.001,37.59,19.8,69.5,Warning
75.16,82.66,50.05,0.16,36.49,20.7,80.4,Critical
80.64,82.88,35.04,2.22,21.15,22.6,52.8,Watch
80.1,91.95,46.24,0.081,46.23,25.3,75.0,Warning
56.55,80.6,48.2,0.201,48.82,23.7,61.2,Warning
74.76,89.8,48.4,0.272,18.64,24.9,69.9,Warning
44.09,83.74,39.05,0.133,35.58,23.9,41.9,Watch
50.83,93.11,43.77,0.418,46.32,24.8,65.3,Warning
68.26,71.32,42.13,0.49,39.02,15.2,47.3,Watch
48.78,84.89,43.14,0.585,39.09,19.3,59.8,Watch
44.55,65.96,36.2,0.033,21.93,18.7,30.3,Safe
55.76,81.65,45.03,0.198,37.54,18.4,60.5,Warning
92.93,88.13,45.62,1.319,33.67,22.0,78.3,Warning
101.14,90.67,34.31,1.331,37.46,17.7,54.4,Watch
69.35,86.43,39.76,0.32,24.75,19.2,51.1,Watch
81.64,80.26,39.29,0.495,24.5,21.7,48.5,Watch
58.73,85.27,46.48,0.162,31.0,17.2,59.5,Watch
28.69,97.1,44.66,1.381,29.35,20.5,70.0,Warning
52.13,82.45,40.48,2.511,30.9,23.9,57.2,Watch
63.83,87.77,44.36,0.276,28.64,18.3,58.1,Watch
72.82,79.42,35.78,1.218,30.59,24.4,53.9,Watch
67.98,88.42,35.11,0.348,27.34,19.6,45.0,Watch
64.37,87.44,35.28,0.01,31.66,22.8,43.8,Watch
58.51,78.34,30.65,0.732,22.04,18.7,35.3,Watch
76.88,86.66,45.2,0.423,35.6,23.4,63.4,Warning
42.72,86.95,51.69,1.136,33.82,21.1,72.2,Warning
86.04,86.44,36.8,1.105,23.17,23.4,51.1,Watch
58.27,81.75,50.46,2.335,41.28,20.4,83.7,Critical
111.34,89.37,43.34,0.461,26.21,23.7,69.3,Warning
63.69,76.39,34.95,0.527,40.32,24.5,41.9,Watch
60.4,82.06,30.26,0.409,34.31,22.4,35.8,Watch
58.75,82.67,45.92,0.282,39.0,20.6,64.5,Warning
60.6,89.03,45.32,0.813,33.23,21.3,60.2,Warning
82.14,76.2,35.04,1.408,35.97,18.2,50.2,Watch
69.15,83.45,37.32,0.137,38.93,22.6,50.7,Watch
89.74,79.05,49.76,3.207,45.35,23.9,88.9,Critical
79.29,82.66,33.46,0.921,39.52,26.7,49.0,Watch
70.63,84.35,48.38,1.212,35.14,25.9,73.7,Warning
77.46,74.33,33.72,5.418,22.56,19.1,56.7,Watch
93.93,89.58,40.6,0.561,15.09,22.6,55.7,Watch
83.13,84.57,40.98,0.059,31.09,21.6,56.9,Watch
75.61,76.85,40.39,1.25,27.0,25.7,50.5,Watch
78.45,79.95,36.33,1.637,27.26,19.9,51.7,Watch
46.95,90.97,35.57,0.142,31.42,24.6,46.2,Watch
121.43,84.5,46.13,0.02,36.64,19.0,72.0,Warning
80.56,76.21,36.06,0.117,27.65,21.7,45.3,Watch
82.56,77.3,43.42,0.313,38.27,19.3,61.7,Warning
69.43,85.75,48.63,2.065,32.23,16.1,78.4,Warning
24.05,86.47,48.41,0.01,32.26,19.3,58.2,Watch
